epoch,loss_d,loss_g,lae
0.967115995535331,5.989065170288086,0.9864028692245483,1.6407333612442017
1.967115995535331,5.434423446655273,0.857499361038208,1.555844783782959
2.9890959045247705,7.564754962921143,2.2595205307006836,1.5265635251998901
3.9890959045247705,5.442760944366455,2.43091082572937,1.0254489183425903
5.0000858590194905,5.7863311767578125,3.309065341949463,0.8485181927680969
6.0000858590194905,3.991389036178589,2.558274269104004,0.6331831216812134
7.0000858590194905,3.0709688663482666,2.338033437728882,0.6860870718955994
8.00008585901949,1.9126856327056885,1.7205538749694824,0.6454039216041565
9.00008585901949,1.5205105543136597,1.5289262533187866,0.7393607497215271
10.00008585901949,1.2190827131271362,1.5580462217330933,0.7714208960533142
10.858590194899975,1.1445600986480713,1.6609753370285034,0.8129807710647583
11.00145960333133,0.9972641468048096,1.9398417472839355,0.9636258482933044
11.858590194899975,0.9994675517082214,1.7650715112686157,0.809036910533905
12.00145960333133,0.9687171578407288,1.6887602806091309,0.7476983666419983
